<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
MSB,20220217,20.6153,20.8461,20.3846,20.7692,3776200
MSB,20220218,20.5769,20.7692,20.3846,20.7692,6902300
MSB,20220221,20.7692,20.7692,20.3846,20.7692,5818200
MSB,20220222,20.5384,20.7692,20.3846,20.7692,5855900
MSB,20220223,20.9230,21.3077,20.8461,21.0000,9718900
MSB,20220224,21.0000,21.0769,19.9615,20.5385,8537100
MSB,20220225,20.5385,20.8462,20.5385,20.6923,6164800
MSB,20220228,20.6923,20.6923,20.3461,20.5000,5517700
MSB,20220301,20.3846,20.5000,20.1923,20.3846,6215500
MSB,20220302,20.2308,20.3077,19.6154,19.6154,11783400
MSB,20220303,19.6923,20.0769,19.5000,20.0000,6329500
MSB,20220304,20.0000,20.1538,19.8077,20.0000,3706900
MSB,20220307,19.8462,19.8462,19.5769,19.6923,4338300
MSB,20220308,19.2692,19.6538,19.1923,19.3462,6324500
MSB,20220309,19.3462,19.5770,18.8462,19.2308,4265700
MSB,20220310,19.5000,19.6154,19.3462,19.5385,1905600
MSB,20220311,19.5000,19.5385,19.3077,19.5000,3095200
MSB,20220314,19.3846,19.5000,19.2308,19.5000,2739300
MSB,20220315,19.5385,19.6154,19.4231,19.5385,2737800
MSB,20220316,19.6154,19.7308,19.4616,19.5385,2204700
MSB,20220317,19.6923,19.7308,19.5000,19.7308,3434600
MSB,20220318,19.8077,19.9231,19.6923,19.8462,3986400
MSB,20220321,19.8462,19.9231,19.6539,19.9231,2653800
MSB,20220322,19.9231,20.0000,19.8077,20.0000,3839700
MSB,20220323,20.0769,20.0769,19.8462,19.9615,2857000
MSB,20220324,19.8461,19.9230,19.6153,19.8077,3059500
MSB,20220325,19.7692,19.8077,19.5769,19.7308,3459900
MSB,20220328,19.5770,19.6154,19.2308,19.3846,3106200
MSB,20220329,19.3846,19.6154,19.3077,19.4615,2846700
MSB,20220330,19.2692,19.6153,19.2692,19.5385,2873400
MSB,20220331,19.6154,19.6539,19.3077,19.5385,1711000
MSB,20220401,19.4616,19.8462,19.3462,19.8462,3840600
MSB,20220404,20.0000,20.0770,19.6154,19.9615,4044200
MSB,20220405,19.8461,19.9615,19.6153,19.8077,2622300
MSB,20220406,19.7692,19.9231,19.6154,19.8462,2748400
MSB,20220407,19.9616,20.2308,19.8462,20.0000,6520000
MSB,20220408,19.9231,20.0000,19.6538,19.7308,2435600
MSB,20220412,19.5770,19.8846,19.1923,19.5000,2397700
MSB,20220413,19.3462,19.5000,19.1538,19.3462,2493700
MSB,20220414,19.4616,19.5770,19.3077,19.3846,1759800
MSB,20220415,19.3846,19.5384,18.8461,18.8462,2761500
MSB,20220418,18.8462,18.8462,17.6924,18.3462,3914800
